id,carat,cut,color,clarity,depth,table,x,y,z,price
82505,0.71,Premium,F,VS1,61.3,59.0,5.75,5.72,3.52,3086
60371,0.9,Very Good,I,SI1,63.2,59.0,6.1,6.05,3.84,3139
176636,1.01,Ideal,G,SI2,62.4,54.0,6.46,6.49,4.04,4990
122994,0.32,Ideal,G,VS1,62.0,56.0,4.41,4.4,2.73,828
68401,0.31,Ideal,I,VVS1,62.6,54.0,4.33,4.36,2.72,566
126019,0.9,Premium,E,SI2,62.3,58.0,6.17,6.15,3.84,3567
127155,0.71,Good,I,VS2,63.8,61.0,5.59,5.51,3.55,1641
78763,0.83,Premium,I,VS2,61.6,59.0,6.02,6.05,3.72,2913
80794,1.3,Ideal,I,VS2,62.0,56.0,7.03,6.98,4.35,7151
169358,0.5,Very Good,E,VS2,63.5,56.0,5.06,5.09,3.22,1578
30020,0.73,Premium,H,VS2,60.4,58.0,5.91,5.87,3.55,2642
192192,0.58,Ideal,F,VVS2,60.5,55.0,5.43,5.48,3.3,2529
101077,0.45,Good,F,VS1,59.1,60.1,4.86,5.0,2.91,978
13367,0.33,Ideal,F,VVS2,62.0,55.0,4.45,4.47,2.76,752
134011,1.16,Ideal,H,SI2,62.2,57.0,6.78,6.69,4.19,5178
1176,0.3,Ideal,H,SI1,62.5,57.0,4.26,4.29,2.67,399
79103,0.3,Ideal,F,IF,61.6,57.0,4.32,4.29,2.65,956
72830,1.56,Ideal,G,SI1,61.2,57.0,7.53,7.49,4.59,9407
150831,1.05,Ideal,G,VS2,61.6,57.0,6.51,6.55,4.02,6728
104161,0.3,Ideal,H,VVS2,60.8,57.0,4.34,4.31,2.63,776
159408,0.3,Ideal,D,SI2,62.4,56.0,4.3,4.27,2.68,841
122991,1.01,Ideal,H,VS2,62.0,56.0,6.41,6.45,3.99,5206
180183,0.57,Ideal,F,VVS1,60.5,57.0,5.38,5.41,3.26,2215
166279,1.51,Very Good,F,VS2,63.3,58.0,7.23,7.28,4.59,14692
69798,0.73,Ideal,I,VVS2,62.4,54.0,5.73,5.76,3.58,2583
23892,0.5,Very Good,H,SI2,63.4,57.0,5.14,5.05,3.23,919
7199,0.31,Very Good,G,SI1,63.2,56.0,4.29,4.31,2.72,593
112766,0.3,Ideal,G,VS1,62.2,57.0,4.27,4.3,2.66,605
61668,0.71,Good,F,SI1,63.1,58.0,5.68,5.73,3.6,2382
191633,0.33,Ideal,H,SI1,61.1,55.0,4.46,4.51,2.74,464
182174,1.01,Good,G,IF,57.7,57.0,6.65,6.58,3.83,9946
26584,0.35,Premium,I,SI1,62.4,58.0,4.5,4.53,2.81,463
3960,0.9,Ideal,H,SI1,62.0,57.0,6.13,6.09,3.81,3402
122664,0.3,Very Good,F,VVS1,61.6,59.0,4.28,4.31,2.64,798
97841,0.4,Ideal,F,VVS2,62.3,55.0,4.73,4.76,2.95,1004
30726,1.03,Ideal,G,VS2,61.7,56.0,6.46,6.5,4.0,6355
177700,0.37,Very Good,E,VS2,58.5,61.0,4.67,4.71,2.78,1041
83605,1.01,Good,E,SI1,63.6,56.0,6.37,6.32,4.04,4916
135831,0.24,Ideal,F,VVS1,62.5,55.0,3.93,3.95,2.46,678
40570,0.59,Ideal,H,VS2,61.9,54.1,5.34,5.38,3.32,1579
86684,0.33,Ideal,F,SI1,62.2,55.0,4.4,4.42,2.74,550
128612,0.41,Ideal,G,VS2,62.3,56.0,4.73,4.78,2.97,846
118811,1.01,Very Good,G,SI1,62.8,58.0,6.35,6.43,4.01,4666
165283,0.27,Very Good,G,VVS2,61.6,58.0,4.14,4.18,2.56,504
102015,0.44,Ideal,I,VS1,62.0,57.0,4.85,4.9,3.02,825
95073,0.31,Good,D,SI2,63.5,56.0,4.37,4.35,2.77,462
96007,1.53,Very Good,E,SI1,60.7,56.0,7.47,7.46,4.53,9240
119373,1.01,Premium,E,SI1,62.9,58.0,6.37,6.32,4.0,5006
94153,1.7,Ideal,I,SI1,61.5,59.0,7.67,7.64,4.71,11434
189148,0.4,Ideal,G,VVS1,61.7,56.0,4.73,4.78,2.93,1098
123369,2.03,Ideal,H,SI2,61.0,55.0,8.16,8.24,5.01,16632
100841,0.71,Ideal,G,VS1,62.1,56.0,5.68,5.71,3.54,2695
174614,0.8,Ideal,H,SI1,60.7,56.0,6.06,6.09,3.67,3172
91337,0.3,Ideal,D,VS2,62.9,56.0,4.31,4.24,2.69,911
165458,1.0,Very Good,D,SI2,59.0,57.0,6.42,6.47,3.8,3965
177916,0.72,Ideal,J,VS2,61.9,54.0,5.75,5.78,3.57,2074
141191,0.83,Very Good,F,SI2,63.1,57.0,5.98,5.93,3.75,2409
122725,1.21,Ideal,E,SI1,62.3,55.0,6.92,6.83,4.28,7086
40996,0.31,Very Good,J,VS1,61.2,61.0,4.37,4.34,2.67,429
124318,0.7,Ideal,E,SI2,62.1,57.0,5.68,5.72,3.54,2275
56259,0.32,Very Good,H,VS1,63.5,57.0,4.38,4.34,2.77,720
166333,0.77,Ideal,H,VS1,61.9,55.0,5.91,5.97,3.66,3329
115195,0.34,Ideal,D,VS2,60.9,57.0,4.51,4.54,2.76,827
151301,1.5,Fair,G,SI1,60.9,66.0,7.31,7.36,4.46,11007
171446,0.52,Ideal,D,VS2,62.2,56.0,5.16,5.14,3.2,1779
170210,1.36,Ideal,E,SI1,62.3,56.0,7.11,7.06,4.4,9215
47162,0.9,Ideal,G,SI2,62.2,57.0,6.2,6.16,3.85,3407
39117,0.9,Premium,G,SI2,62.1,59.0,6.17,6.12,3.82,2967
181042,0.7,Premium,D,SI2,61.7,60.0,5.77,5.73,3.53,2646
125515,1.51,Very Good,I,VS2,61.1,58.0,7.35,7.43,4.5,8803
44710,0.32,Ideal,H,VS1,61.2,56.0,4.46,4.42,2.72,720
85884,0.41,Ideal,G,SI1,62.4,54.0,4.79,4.76,2.98,919
176895,0.72,Ideal,F,SI1,61.0,56.0,5.74,5.78,3.53,2805
20445,0.3,Ideal,G,IF,60.7,58.0,4.29,4.33,2.62,895
86393,0.31,Ideal,H,VS2,61.8,57.0,4.33,4.3,2.67,523
156363,0.24,Ideal,F,VVS1,61.7,56.0,4.02,4.03,2.48,769
95650,0.7,Premium,F,SI1,62.7,59.0,5.67,5.64,3.55,2294
4487,0.4,Ideal,F,VVS2,62.2,56.0,4.69,4.72,2.93,1116
141995,0.51,Ideal,E,SI2,61.1,57.0,5.14,5.18,3.15,1207
122780,1.31,Ideal,I,VS1,61.8,57.0,6.98,7.02,4.34,7560
187403,1.12,Ideal,J,SI1,61.8,56.0,6.66,6.69,4.13,5071
138145,1.93,Very Good,G,SI1,63.3,59.0,7.81,7.89,4.98,15840
63167,1.01,Very Good,F,VS1,58.2,59.0,6.59,6.62,3.88,6618
157776,1.21,Good,D,SI2,63.7,58.0,6.73,6.68,4.27,5983
136946,1.11,Premium,H,VVS1,60.3,58.0,6.71,6.68,4.05,7821
181974,1.0,Premium,D,SI2,62.8,56.0,6.29,6.25,3.93,4788
166676,1.6,Good,G,SI2,59.6,59.0,7.57,7.66,4.55,8848
11926,0.51,Ideal,D,SI2,60.6,56.0,5.2,5.21,3.16,1263
32066,1.01,Good,E,SI1,63.7,60.0,6.29,6.38,4.03,4333
131056,2.0,Premium,F,SI1,61.0,59.0,8.1,8.2,5.0,18493
46955,0.91,Very Good,H,SI1,61.1,57.0,6.25,6.29,3.84,3998
43441,0.5,Good,E,VS1,57.7,61.0,5.24,5.27,3.01,1580
152343,1.51,Very Good,E,VS1,61.3,57.0,7.34,7.4,4.52,15064
11548,0.56,Ideal,E,SI1,61.9,56.0,5.28,5.31,3.28,1784
68121,1.5,Ideal,H,SI2,61.5,57.0,7.37,7.32,4.52,8163
161755,1.04,Premium,E,SI1,62.7,59.0,6.46,6.42,4.04,5255
177521,0.71,Premium,F,VS2,61.6,59.0,5.69,5.73,3.52,2836
87807,1.24,Premium,G,IF,60.5,58.0,6.97,6.91,4.19,10147
66904,0.33,Ideal,E,VS2,62.7,54.0,4.38,4.41,2.76,745
26733,0.7,Ideal,I,VS2,61.9,54.0,5.69,5.72,3.54,2155
126712,0.73,Premium,G,VS1,60.9,58.0,5.84,5.81,3.54,2918
129903,2.11,Ideal,H,SI2,62.5,57.0,8.19,8.16,5.11,12899
50122,0.43,Ideal,D,SI1,62.4,55.0,4.84,4.81,3.01,774
1668,0.53,Very Good,D,VS2,62.0,56.0,5.19,5.23,3.23,1919
58391,1.0,Very Good,E,SI1,63.1,57.0,6.3,6.33,3.98,4619
158283,0.32,Ideal,I,VS2,62.6,57.0,4.38,4.37,2.74,491
23497,0.35,Ideal,D,VS2,61.5,56.0,4.57,4.5,2.79,1041
8762,0.82,Ideal,H,VS2,61.8,55.0,5.99,6.03,3.71,3200
124669,0.55,Ideal,G,VS1,60.9,56.0,5.25,5.33,3.23,1861
159669,1.0,Premium,I,VS1,60.2,60.0,6.49,6.45,3.89,5302
101355,0.5,Premium,G,SI1,61.3,60.0,5.17,5.14,3.16,1306
163473,0.32,Premium,F,VS2,60.4,58.0,4.41,4.44,2.67,645
120361,1.61,Ideal,F,SI1,61.4,57.0,7.59,7.66,4.68,11925
164166,1.0,Premium,D,SI1,62.1,60.0,6.38,6.35,3.96,5821
190511,0.93,Good,H,SI1,63.8,58.0,6.17,6.22,3.94,4199
192394,0.31,Good,D,SI2,63.2,54.0,4.33,4.31,2.73,492
25565,0.26,Very Good,H,VS1,59.4,58.0,4.16,4.19,2.48,445
177064,0.34,Ideal,H,VVS1,62.3,57.0,4.46,4.48,2.78,717
56907,0.52,Very Good,E,VS2,58.5,60.0,5.28,5.24,3.11,1607
71204,0.23,Ideal,E,VVS1,61.6,57.0,3.94,3.97,2.43,530
158902,1.22,Ideal,E,VVS2,61.9,57.0,6.89,6.84,4.25,11179
107279,1.22,Ideal,F,VS2,62.5,57.0,6.84,6.77,4.25,9792
130267,0.5,Very Good,D,SI2,63.3,60.0,5.04,5.02,3.18,1178
168458,0.4,Premium,E,VS2,60.8,58.0,4.78,4.76,2.91,847
45780,0.34,Ideal,E,VVS2,61.7,55.0,4.48,4.51,2.77,769
139880,1.54,Ideal,G,VS2,62.4,56.0,7.37,7.41,4.62,13111
154150,1.5,Very Good,J,SI1,60.5,57.0,7.38,7.35,4.45,7731
22003,0.7,Very Good,E,VS1,60.8,59.0,5.67,5.76,3.47,2437
68523,0.54,Ideal,G,VS1,61.2,57.0,5.27,5.24,3.22,1786
93982,0.9,Very Good,G,SI2,62.5,59.0,6.15,6.09,3.83,2964
66303,1.03,Premium,J,SI1,61.2,61.0,6.54,6.48,3.99,3624
163355,0.41,Ideal,F,VVS2,61.2,56.0,4.8,4.83,2.95,1163
67472,0.42,Premium,D,SI2,60.1,59.0,4.88,4.83,2.92,825
130810,0.9,Ideal,D,SI2,61.9,53.0,6.19,6.26,3.85,4054
62186,1.2,Premium,G,VS2,62.6,58.0,6.75,6.71,4.22,7324
172192,2.06,Ideal,H,SI2,62.0,57.0,8.13,8.21,5.06,13609
149356,1.12,Ideal,H,SI1,61.6,55.0,6.64,6.61,4.09,4801
152919,0.33,Premium,G,VS1,62.5,59.0,4.47,4.38,2.77,854
70658,0.28,Very Good,E,VVS2,62.3,58.0,4.19,4.23,2.61,559
24681,1.06,Very Good,H,SI1,62.0,57.0,6.55,6.5,4.05,4784
3123,1.52,Ideal,G,VS2,63.0,56.0,7.27,7.3,4.59,12932
22231,0.34,Ideal,F,SI1,61.8,54.0,4.52,4.56,2.8,596
141912,0.92,Very Good,G,SI2,61.4,60.0,6.27,6.3,3.86,3794
342,0.26,Very Good,H,VVS2,62.8,54.0,4.06,4.09,2.56,472
73717,1.59,Ideal,G,VS2,61.8,55.0,7.45,7.49,4.62,12787
180166,1.31,Ideal,G,VS1,61.9,58.0,7.06,7.03,4.35,10228
104272,0.29,Very Good,F,VS1,61.5,58.0,4.29,4.32,2.64,504
146705,0.9,Ideal,F,SI1,60.5,56.0,6.3,6.25,3.79,4060
95595,0.5,Ideal,F,SI1,62.4,54.0,5.12,5.08,3.18,1207
159947,0.32,Ideal,H,SI1,61.7,55.0,4.36,4.41,2.71,537
160145,0.42,Premium,E,VVS1,61.5,58.0,4.81,4.84,2.96,1431
125425,0.5,Premium,G,VVS2,62.2,59.0,5.09,5.11,3.17,2060
92312,1.53,Premium,I,VS1,63.0,59.0,7.29,7.34,4.62,9745
130105,1.7,Ideal,H,VS1,62.4,55.0,7.65,7.7,4.79,14067
176523,1.0,Ideal,H,SI1,60.1,57.0,6.48,6.52,3.91,4969
45384,1.02,Good,G,SI1,63.9,58.0,6.32,6.36,4.06,4712
157760,0.55,Ideal,F,SI1,61.0,55.0,5.33,5.37,3.24,1367
31047,0.3,Ideal,G,IF,61.9,59.0,4.28,4.32,2.66,873
92732,0.5,Good,G,SI1,63.4,57.0,5.03,5.04,3.19,1295
31729,0.3,Premium,J,VS1,61.8,58.0,4.37,4.33,2.68,630
4352,0.3,Premium,E,SI1,62.2,58.0,4.3,4.27,2.67,552
3110,0.7,Very Good,E,SI1,63.2,56.0,5.65,5.67,3.58,2245
131408,0.4,Premium,E,SI1,60.3,58.0,4.78,4.76,2.88,945
143551,0.25,Ideal,H,VVS2,61.2,56.0,4.04,4.07,2.48,525
143327,0.73,Ideal,D,SI1,61.9,56.0,5.81,5.78,3.59,2835
79933,0.91,Very Good,F,SI2,62.6,56.0,6.18,6.25,3.89,3425
58503,0.31,Ideal,G,SI1,61.3,56.0,4.39,4.37,2.68,479
96094,0.73,Ideal,D,VS1,61.9,55.0,5.79,5.8,3.59,3945
174883,0.4,Ideal,D,VVS2,62.7,56.0,4.69,4.71,2.95,1263
173640,1.2,Premium,G,VS2,62.0,59.0,6.75,6.71,4.18,7226
42059,1.24,Premium,I,VS2,62.7,59.0,6.86,6.82,4.28,5937
69727,0.8,Ideal,G,VVS2,61.9,53.0,5.99,6.01,3.72,3544
140221,1.36,Premium,H,SI1,58.3,58.0,7.34,7.28,4.28,7130
44603,1.08,Ideal,G,VS2,62.2,54.0,6.51,6.57,4.07,7044
11118,0.35,Ideal,F,VVS1,61.5,56.0,4.59,4.56,2.81,1074
8659,0.92,Ideal,D,SI1,61.3,56.0,6.22,6.26,3.82,4381
63706,0.7,Ideal,G,SI1,61.6,55.0,5.74,5.76,3.54,2569
98207,0.59,Premium,D,SI1,62.8,58.0,5.36,5.33,3.36,1976
61162,0.8,Very Good,E,VS1,60.7,58.0,6.01,6.03,3.67,4463
171658,1.03,Very Good,G,SI2,63.6,58.0,6.34,6.37,4.04,4292
16064,1.07,Ideal,I,VS1,60.6,57.0,6.6,6.63,4.0,5134
46898,1.21,Premium,J,SI1,61.3,59.0,6.83,6.81,4.18,5498
67496,0.71,Ideal,F,SI1,61.8,56.0,5.71,5.74,3.54,2695
124274,1.1,Ideal,H,SI1,60.9,57.0,6.66,6.72,4.08,5226
64422,0.23,Very Good,E,VVS2,63.0,58.0,3.95,3.97,2.49,465
34117,1.0,Very Good,G,SI2,60.2,63.0,6.42,6.39,3.87,4172
1411,0.72,Very Good,H,VS2,62.9,56.0,5.7,5.75,3.6,2450
104075,0.3,Premium,G,IF,61.1,59.0,4.33,4.35,2.65,895
89043,0.5,Premium,G,SI1,61.0,60.0,5.06,5.12,3.09,1293
75716,0.41,Ideal,E,VS1,61.9,55.0,4.81,4.76,2.96,1153
33210,0.4,Ideal,F,SI1,62.3,56.0,4.75,4.74,2.96,882
154592,0.79,Premium,G,VS2,61.0,59.0,6.04,6.01,3.67,2937
143098,0.23,Ideal,E,VVS2,61.4,56.0,4.02,4.06,2.48,530
70345,0.31,Very Good,G,VVS2,62.1,56.0,4.35,4.41,2.72,707
176910,1.52,Ideal,H,VS2,61.9,57.0,7.33,7.27,4.52,10046
114423,0.24,Ideal,E,VVS2,62.8,56.0,3.97,4.01,2.49,566
175864,0.9,Very Good,I,SI2,62.1,63.0,6.14,6.09,3.8,2834
119531,0.96,Premium,H,I1,58.5,59.0,6.39,6.32,3.73,1828
9251,0.78,Ideal,F,SI1,61.1,56.0,5.93,5.97,3.64,3166
156575,0.55,Ideal,G,SI2,61.1,58.0,5.3,5.33,3.26,1134
135474,0.34,Premium,F,VS2,60.6,58.0,4.51,4.54,2.74,880
39934,1.04,Ideal,H,SI1,62.6,57.0,6.47,6.44,4.04,4876
38053,0.61,Good,F,VS1,60.0,62.0,5.49,5.55,3.32,1712
145743,1.6,Good,H,SI1,63.8,57.0,7.4,7.33,4.68,10365
99791,1.5,Premium,G,SI1,60.5,60.0,7.4,7.34,4.46,11257
139208,0.5,Ideal,H,SI2,61.4,54.0,5.12,5.16,3.16,1014
176136,0.32,Ideal,E,VS2,61.7,55.0,4.37,4.39,2.7,691
23777,0.71,Ideal,G,VS2,62.1,54.0,5.73,5.76,3.56,2949
10274,0.5,Ideal,D,VS1,60.3,56.0,5.21,5.17,3.13,1810
107817,0.54,Very Good,G,VVS1,60.3,57.0,5.29,5.32,3.2,2160
64579,0.64,Fair,I,VS2,57.3,62.5,5.69,5.6,3.35,2117
13493,0.52,Premium,H,SI1,61.3,60.0,5.16,5.13,3.16,1282
161948,0.31,Ideal,I,SI1,61.3,58.0,4.35,4.39,2.68,439
4236,0.32,Ideal,G,VVS1,61.9,55.0,4.39,4.42,2.72,683
110858,1.53,Ideal,G,SI1,62.3,55.0,7.36,7.4,4.61,12485
172986,1.61,Very Good,F,SI1,61.2,56.0,7.57,7.53,4.62,12621
49196,0.56,Ideal,I,VS1,61.2,56.0,5.31,5.34,3.26,1559
5258,0.91,Good,F,SI2,63.1,58.0,6.26,6.17,3.91,4006
188548,1.01,Very Good,H,SI1,63.7,61.0,6.32,6.35,4.04,5040
180110,0.51,Very Good,E,VS2,63.1,55.0,5.13,5.09,3.22,1662
178807,0.33,Ideal,G,VS1,62.0,54.0,4.48,4.46,2.77,854
163990,0.9,Premium,D,SI2,60.9,58.0,6.2,6.15,3.76,3927
57506,0.5,Good,F,VVS2,63.7,61.0,5.01,5.05,3.21,2003
32874,2.1,Very Good,F,SI2,62.3,61.0,8.16,8.1,5.06,13963
33720,2.01,Fair,D,SI2,66.9,63.0,7.78,7.72,5.08,18050
168739,0.35,Ideal,D,VS2,61.8,56.0,4.53,4.56,2.8,734
29444,2.08,Ideal,H,SI2,61.9,55.0,8.27,8.2,5.09,16512
14302,0.31,Ideal,G,VS1,62.0,57.0,4.34,4.37,2.7,645
39280,0.41,Ideal,D,SI1,62.2,57.0,4.77,4.74,2.95,838
145093,0.51,Premium,G,VVS2,60.9,61.0,5.17,5.11,3.13,2035
4280,0.9,Very Good,I,VS2,61.5,60.0,6.19,6.26,3.83,3712
24033,0.55,Premium,E,VS2,60.1,59.0,5.27,5.3,3.17,1664
107276,0.76,Very Good,G,SI2,62.8,59.0,5.83,5.88,3.67,2375
6810,0.3,Ideal,D,VVS2,61.7,57.0,4.29,4.32,2.66,814
39461,0.8,Premium,F,VS2,59.2,61.0,6.09,6.06,3.63,3810
156121,0.43,Ideal,D,VVS2,62.4,56.0,4.79,4.83,3.0,1319
159765,1.26,Premium,D,SI2,59.0,60.0,7.1,7.05,4.19,5852
159537,1.05,Ideal,D,SI2,60.6,57.0,6.55,6.59,3.99,5226
7393,0.52,Ideal,E,VS1,61.2,57.0,5.16,5.2,3.17,1791
39663,0.33,Ideal,D,VVS2,61.3,56.0,4.44,4.46,2.73,939
122778,1.04,Ideal,F,SI2,62.0,55.0,6.53,6.5,4.04,4425
127874,0.35,Ideal,F,VS2,61.9,57.0,4.51,4.54,2.81,706
81891,0.4,Ideal,H,SI1,60.9,57.0,4.79,4.76,2.91,700
9274,0.41,Ideal,D,VS2,61.5,55.0,4.83,4.78,2.96,943
93673,0.54,Ideal,G,VVS1,60.7,56.0,5.27,5.3,3.21,2177
135374,2.01,Premium,F,SI2,60.5,61.0,8.1,8.06,4.89,14238
99932,0.37,Premium,E,SI1,61.9,55.0,4.67,4.63,2.87,833
168494,0.56,Ideal,D,SI1,61.3,55.0,5.33,5.37,3.28,2005
191626,1.53,Premium,J,SI1,59.3,60.0,7.55,7.6,4.48,7056
122265,0.72,Premium,G,SI2,62.1,56.0,5.73,5.76,3.57,2364
156266,0.54,Premium,E,VS1,61.4,59.0,5.29,5.22,3.23,2016
87497,1.24,Ideal,E,VS2,62.1,56.0,6.88,6.9,4.28,10278
80989,1.5,Premium,G,VS2,62.1,59.0,7.31,7.27,4.54,13153
20093,0.5,Ideal,D,SI1,61.9,57.0,5.1,5.12,3.17,1662
36589,0.36,Ideal,H,VVS1,62.0,56.0,4.58,4.53,2.82,810
137774,1.01,Ideal,G,VS1,61.6,56.0,6.5,6.47,4.0,6349
128616,1.01,Very Good,I,SI2,63.4,53.0,6.35,6.38,4.04,3818
21339,0.5,Good,E,SI1,63.7,56.0,5.02,5.06,3.22,1155
159217,0.74,Ideal,E,SI2,61.9,56.0,5.81,5.86,3.61,2434
32777,0.71,Premium,E,SI2,58.8,61.0,5.89,5.81,3.45,2375
74165,0.9,Premium,H,SI1,62.2,58.0,6.13,6.08,3.8,3380
175419,0.42,Ideal,D,VVS1,60.3,57.0,4.85,4.88,2.94,1431
169007,1.5,Fair,I,VS2,65.7,56.0,7.16,7.1,4.65,7139
178833,0.51,Premium,F,SI2,62.2,59.0,5.14,5.08,3.18,1203
49089,1.06,Very Good,D,SI1,59.4,60.0,6.65,6.66,3.91,5955
55997,0.41,Fair,D,VVS2,64.6,56.0,4.72,4.64,3.01,1076
124444,0.57,Ideal,G,VVS1,62.1,55.0,5.35,5.31,3.31,2185
43485,0.91,Ideal,F,SI2,61.2,56.0,6.24,6.27,3.83,4197
184246,0.39,Ideal,I,VVS2,61.8,56.0,4.72,4.75,2.93,742
31259,0.34,Ideal,D,VS2,61.4,56.0,4.52,4.55,2.78,781
115652,1.1,Ideal,H,SI1,61.4,57.0,6.65,6.7,4.09,5174
178367,0.71,Ideal,F,VS2,61.8,57.0,5.73,5.7,3.53,3081
95295,2.01,Ideal,F,SI2,61.9,54.0,8.12,8.16,5.03,18578
11917,0.9,Fair,H,VS1,65.7,59.0,5.99,5.96,3.92,3447
115656,0.35,Premium,F,SI1,61.3,58.0,4.54,4.56,2.79,755
111560,0.42,Premium,I,SI1,62.4,58.0,4.76,4.79,2.98,812
65929,1.09,Ideal,D,SI2,61.1,56.0,6.66,6.69,4.07,5584
116307,1.53,Ideal,E,SI2,61.1,57.0,7.44,7.4,4.54,12082
159890,0.32,Ideal,G,VS1,62.5,54.0,4.37,4.4,2.74,605
184622,0.36,Ideal,E,VS1,62.0,55.0,4.58,4.61,2.84,753
153274,1.01,Good,E,SI2,63.8,58.0,6.34,6.37,4.05,4510
187097,0.74,Very Good,E,SI1,63.1,60.0,5.73,5.7,3.6,2818
53945,0.7,Premium,D,SI1,61.4,59.0,5.7,5.74,3.51,2518
74999,0.23,Very Good,D,VVS2,62.2,56.0,3.94,3.98,2.47,482
177178,0.54,Very Good,G,VVS1,60.8,59.0,5.26,5.3,3.21,1983
89723,0.52,Ideal,G,VS1,62.0,56.0,5.17,5.14,3.19,1698
163164,0.44,Premium,G,SI2,60.0,56.0,4.92,4.89,2.94,1035
20134,1.24,Premium,D,VS2,62.0,58.0,6.92,6.88,4.27,8341
166855,0.92,Ideal,F,SI1,62.0,57.0,6.19,6.28,3.86,4401
187242,0.27,Ideal,F,VS1,62.2,54.2,4.15,4.18,2.59,499
143220,0.33,Ideal,D,SI2,61.9,55.0,4.43,4.47,2.75,681
7629,0.32,Very Good,G,VS2,61.5,60.0,4.36,4.41,2.7,561
47600,0.41,Premium,H,VVS1,62.9,60.0,4.71,4.76,2.98,1145
137131,0.46,Fair,E,VS1,66.5,58.0,4.83,4.78,3.24,1294
41392,0.41,Ideal,D,VVS2,61.9,56.0,4.81,4.78,2.97,1358
72739,0.55,Ideal,E,SI1,62.1,55.0,5.25,5.28,3.28,1548
117596,1.01,Ideal,H,SI2,62.7,57.0,6.37,6.42,4.01,4078
68478,0.31,Ideal,D,VS2,62.0,57.0,4.31,4.35,2.69,734
2514,2.08,Ideal,H,SI2,61.8,55.0,8.16,8.22,5.05,16778
129027,0.9,Very Good,E,SI1,61.7,60.0,6.13,6.19,3.8,3625
11192,0.7,Ideal,F,SI1,61.4,59.0,5.7,5.73,3.51,2797
163716,1.52,Very Good,G,VS1,62.8,60.0,7.25,7.3,4.58,13587
145476,1.02,Very Good,E,SI1,64.0,59.0,6.31,6.29,4.04,4437
115927,0.39,Ideal,G,VVS1,61.5,56.0,4.68,4.71,2.89,984
131276,0.3,Very Good,G,VVS2,62.5,58.0,4.24,4.28,2.67,597
141883,1.12,Ideal,G,VS2,61.5,57.0,6.67,6.7,4.11,6776
107506,0.6,Ideal,I,VVS1,62.0,55.0,5.41,5.43,3.36,1867
21785,0.43,Premium,D,SI1,62.3,60.0,4.81,4.84,3.0,774
20456,1.14,Ideal,I,SI1,61.6,54.0,6.73,6.75,4.15,5498
113513,0.42,Ideal,I,VS2,61.5,57.0,4.85,4.81,2.97,829
179221,0.5,Premium,D,SI1,62.0,58.0,5.1,5.03,3.14,1764
9418,1.0,Ideal,F,VS2,61.8,55.0,6.48,6.37,3.97,7038
64267,1.17,Premium,F,SI1,62.5,56.0,6.73,6.7,4.19,6060
148243,1.02,Very Good,G,VS2,63.3,57.0,6.4,6.35,4.04,6653
142387,0.5,Ideal,G,SI2,61.9,58.0,5.09,5.06,3.14,1134
107683,0.43,Ideal,E,SI1,62.2,56.0,4.85,4.88,3.03,969
182264,1.13,Premium,H,SI1,62.5,58.0,6.64,6.61,4.14,5280
14504,0.55,Ideal,D,VS1,60.6,56.0,5.32,5.36,3.24,2033
66979,0.73,Premium,F,SI1,58.9,56.0,5.97,5.94,3.49,2748
67877,0.32,Ideal,G,VVS1,62.3,54.0,4.38,4.42,2.74,814
29720,1.01,Good,G,VS2,60.5,61.0,6.5,6.45,3.92,7933
166751,0.27,Very Good,E,VVS2,61.7,56.0,4.14,4.18,2.57,509
139759,0.42,Premium,D,VS2,60.7,60.0,4.86,4.82,2.95,1034
126570,1.03,Premium,D,SI2,61.8,56.0,6.48,6.43,3.99,5134
13968,0.71,Very Good,H,SI1,63.2,58.0,5.68,5.65,3.58,2017
44543,0.72,Ideal,H,SI2,62.6,57.0,5.68,5.72,3.57,2013
89917,0.5,Ideal,F,VVS2,62.0,55.0,5.1,5.13,3.17,2066
69033,0.51,Ideal,G,VVS2,62.1,57.0,5.11,5.14,3.18,1814
188267,0.41,Premium,F,VS2,62.7,58.0,4.77,4.74,2.98,969
109790,2.01,Premium,G,SI2,61.4,58.0,8.07,8.04,4.96,16506
68172,1.01,Ideal,F,VS2,61.3,57.0,6.44,6.47,3.97,6529
68126,1.0,Very Good,H,VVS2,62.0,60.0,6.4,6.38,3.96,5914
33677,1.2,Very Good,I,SI1,63.1,59.0,6.74,6.68,4.23,5702
45897,0.5,Ideal,G,SI2,60.7,56.0,5.16,5.19,3.14,1039
168140,1.5,Good,H,VS2,63.7,58.0,7.17,7.19,4.57,9140
165489,1.09,Ideal,G,SI2,61.2,56.0,6.64,6.67,4.08,4951
32496,1.0,Good,H,SI1,64.2,56.0,6.24,6.28,4.01,4525
23468,0.32,Ideal,F,VS2,61.6,55.0,4.44,4.43,2.73,854
147178,1.02,Good,E,SI2,64.3,62.0,6.31,6.26,4.05,4191
160279,0.3,Very Good,D,SI2,61.9,58.0,4.29,4.27,2.65,499
45653,0.36,Ideal,E,VS2,62.0,55.0,4.55,4.58,2.83,713
162589,0.32,Premium,H,VS2,61.2,59.0,4.4,4.42,2.7,505
121308,0.33,Premium,G,VS2,60.5,59.0,4.49,4.46,2.71,763
173760,2.06,Ideal,F,SI2,64.0,54.0,8.07,8.0,5.15,17710
38177,0.28,Very Good,I,VS2,63.0,56.0,4.15,4.23,2.66,357
